Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2006M05,"May  2006",364,"Iran (Islamic Republic of)",96.17311,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",368,"Iraq",8.42721,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",372,"Ireland",72.0954,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",376,"Israel",102.14856,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",380,"Italy",328.42832,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",388,"Jamaica",122.31742,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",392,"Japan",524.53656,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",832,"Jersey",4.75538,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",400,"Jordan",68.40077,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",404,"Kenya",58.09467,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",414,"Kuwait",48.9953,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",428,"Latvia",36.36634,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",422,"Lebanon",68.00738,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",430,"Liberia",13.73641,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",434,"Libya",37.49522,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",440,"Lithuania",40.27483,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",450,"Madagascar",37.082,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",458,"Malaysia",387.76684,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",462,"Maldives",14.36977,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",470,"Malta",101.69108,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",584,"Marshall Islands",13.48903,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",474,"Martinique",39.35448,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",478,"Mauritania",25.24138,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",480,"Mauritius",55.67348,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",175,"Mayotte",21.36952,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",484,"Mexico",142.37527,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",583,"Micronesia (Federated States of)",5.88491,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",499,"Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2006M05,"May  2006",504,"Morocco",65.55018,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",508,"Mozambique",32.45484,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",104,"Myanmar",18.38007,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",516,"Namibia",32.71526,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",528,"Netherlands (Kingdom of the)",443.04967,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",530,"Netherlands Antilles",57.57414,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",540,"New Caledonia",42.36866,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",554,"New Zealand",91.75273,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",558,"Nicaragua",22.9816,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",566,"Nigeria",77.57636,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",574,"Norfolk Island",2.6154,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",580,"Northern Mariana Islands",9.87232,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",578,"Norway",44.82474,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",512,"Oman",92.31089,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",586,"Pakistan",121.62536,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",585,"Palau",9.87232,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",591,"Panama",120.82447,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",598,"Papua New Guinea",34.72932,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",604,"Peru",83.28535,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",608,"Philippines",115.41893,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",616,"Poland",53.21165,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",620,"Portugal",129.80724,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",630,"Puerto Rico",73.88316,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",634,"Qatar",39.08346,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",410,"Republic of Korea",431.47618,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",638,"Reunion",45.13326,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",642,"Romania",66.5517,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",643,"Russian Federation",131.11672,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",659,"Saint Kitts and Nevis",12.20994,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",662,"Saint Lucia",22.67148,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",670,"Saint Vincent and the Grenadines",24.93049,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",882,"Samoa",34.38515,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",678,"Sao Tome and Principe",12.43437,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",682,"Saudi Arabia",185.14339,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",686,"Senegal",63.70962,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",891,"Serbia and Montenegro",4.59942,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",690,"Seychelles",23.33624,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",694,"Sierra Leone",13.73641,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",702,"Singapore",528.97143,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",534,"Sint Maarten (Dutch part)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2006M05,"May  2006",705,"Slovenia",46.63774,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",090,"Solomon Islands",25.721,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",706,"Somalia",13.80222,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",710,"South Africa",128.45545,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",724,"Spain",390.86549,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",144,"Sri Lanka",170.99368,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",729,"Sudan",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2006M05,"May  2006",736,"Sudan (...2011)",27.03017,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",740,"Suriname",35.5985,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",752,"Sweden",112.7365,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",760,"Syrian Arab Republic",51.03333,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",764,"Thailand",195.71221,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",626,"Timor-Leste",6.85806,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",768,"Togo",51.3923,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",776,"Tonga",25.06515,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",780,"Trinidad and Tobago",80.54844,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",788,"Tunisia",46.26735,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",792,"Turkiye",162.11942,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",796,"Turks and Caicos Islands",6.2486,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",804,"Ukraine",52.60828,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",784,"United Arab Emirates",246.41677,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",826,"United Kingdom",498.16834,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",834,"United Republic of Tanzania",54.62517,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",840,"United States",518.28828,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",850,"United States Virgin Islands",22.50514,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",858,"Uruguay",75.33992,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",548,"Vanuatu",25.28394,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",862,"Venezuela (Bolivarian Rep. of)",113.32354,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",704,"Viet Nam",137.67994,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",876,"Wallis and Futuna Islands",9.46819,,,,,"No value reported or collected",,,"No value reported or collected"
2006M05,"May  2006",887,"Yemen",52.82173,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",012,"Algeria",61.83488,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",016,"American Samoa",41.08027,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",024,"Angola",65.20303,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",028,"Antigua and Barbuda",24.66254,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",032,"Argentina",111.68075,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",533,"Aruba",23.22129,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",036,"Australia",142.00122,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",044,"Bahamas",53.32387,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",048,"Bahrain",34.36579,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",050,"Bangladesh",46.10423,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",052,"Barbados",36.61803,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",056,"Belgium",431.4596,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",084,"Belize",12.46633,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",204,"Benin",40.82546,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",060,"Bermuda",7.79287,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",535,"Bonaire, Sint Eustatius and Saba",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2006M08,"Aug. 2006",076,"Brazil",160.33195,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",092,"British Virgin Islands",11.94465,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",096,"Brunei Darussalam",20.68015,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",100,"Bulgaria",36.45518,,,,,"No value reported or collected",,,"No value reported or collected"
2006M08,"Aug. 2006",132,"Cabo Verde",19.1367,,,,,"No value reported or collected",,,"No value reported or collected"
